time,mon,fgov,repress,restraint,restraint5,vio,nonvio,nonvio2,milprimes,prime_frat,prime_future,prime_RU,prime_UN,post_exp,mil_frat,mil_future,mil_RU,mil_UN,oppose92coup,oppose92coup2,civwar,islamist,supp_sharia,active,conscript,soldier,junoff,senoff,rank4,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6,branch_7,branch,branch2,foreign_training,train_west,train_russia,train_china,age,young,sex,edu,BA,income,urban,urban_area,employed,student,arabic,dem,supp_opp_parties,continue,protested,preboutef,econ,econ1,corr,corr1,prot,slogans_1,slogans_2,slogans_3,slogans_4,actions_5,system,actions_3,actions_6,other_7,rep_mech_2,rep_mech_3
28.16666667,2,17,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.5,0,0,0,0.75,0,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,0,5,1,2,3,1,0,0,1,0.5,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,1,NA,5,5
20.58333333,2,19,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,0,NA,NA,0.5,0,0,0,0.5,0,0,0,0,0,NCO,0,0,0,0,1,0,0,Gend,Land,1,0,1,0,5,0,0,4,0,3,3,1,1,0,1,0.5,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,3,1,NA,1,1
25.93333333,2,24,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,0,0.5,0,0,1,1,1,0,0,1,0,Jun. Officer,1,0,0,0,0,0,0,Army,Land,1,1,0,0,5,0,0,7,1,6,3,1,1,0,1,0.5,0,1,1,0,4,0.75,4,0.75,5,NA,NA,NA,NA,3,NA,3,1,NA,5,5
58.71666667,2,20,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,0.75,1,0,0,0.25,0,1,1,0,0,Soldier,0,0,0,1,0,0,0,Air,AirNavy,0,0,0,0,6,0,0,4,0,2,3,1,1,0,1,0.75,0.75,1,1,0,2,0.25,5,1,5,NA,NA,NA,NA,5,NA,5,1,NA,5,3
39.61666667,2,47,1,1,5,2,0.666666667,0,mil_ct,0,0,0,0,0,NA,NA,NA,NA,0.5,0,0,0,1,1,1,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,0,4,0,6,3,1,1,0,0,0.75,0,1,0,0,2,0.25,5,1,4,NA,NA,NA,NA,5,NA,5,5,NA,5,5
49.8,2,21,2,1,4,2,0.666666667,0,mil_future,0,1,0,0,0,NA,1,NA,NA,0.25,0,1,0,0.75,0,0,0,0,0,NCO,0,0,0,1,0,0,0,Air,AirNavy,0,0,0,0,8,0,0,5,1,2,3,1,0,0,1,0.75,0,1,0,0,1,0,5,1,4,NA,NA,NA,NA,5,NA,5,2,NA,5,3
24.85,2,35,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,1,1,0,1,0.5,1,0,0,1,0,Jun. Officer,0,0,0,0,0,0,1,Army,Land,0,0,0,0,6,0,0,5,1,3,1,0,1,0,1,1,0,1,1,0,1,0,5,1,4,NA,NA,NA,NA,5,NA,5,1,NA,5,5
26.4,2,36,3,0,3,1,1,1,mil_future,0,1,0,0,0,NA,0,NA,NA,0.5,0,0,0,NA,1,0,1,0,0,Soldier,0,0,0,0,0,0,1,Army,Land,0,0,0,0,4,0,0,4,0,2,3,1,1,0,1,0.5,0.5,1,0,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,5,NA,5,5
29.16666667,2,16,1,1,5,1,1,1,mil_ct,0,0,0,0,0,NA,NA,NA,NA,0.75,1,0,0,0.5,1,0,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,1,1,0,0,3,1,0,5,1,6,2,0,0,1,1,0.5,0,1,1,0,2,0.25,5,1,5,NA,NA,NA,NA,5,NA,5,5,NA,5,5
53.35,2,5,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,1,1,0,0,0.75,0,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,1,5,1,2,3,1,1,0,0,0.5,0,1,1,0,3,0.5,4,0.75,4,NA,NA,NA,NA,5,NA,3,1,NA,5,5
38.93333333,2,25,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,0,NA,NA,0.5,0,0,0,0.75,0,0,0,1,0,Jun. Officer,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,0,5,1,2,1,0,1,0,1,0.75,0,1,1,0,2,0.25,4,0.75,4,NA,NA,NA,NA,5,NA,5,1,NA,5,5
33.48333333,2,9,3,0,3,1,1,1,mil_ct,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0.75,0,0,0,1,0,Jun. Officer,0,1,0,0,0,0,0,Navy,AirNavy,1,0,0,0,7,0,0,4,0,3,1,0,1,0,1,0.75,0.5,1,1,0,2,0.25,4,0.75,4,NA,NA,NA,NA,1,NA,2,1,NA,5,5
42.05,2,40,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.75,1,1,0,0.75,0,0,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,6,0,0,2,0,1,1,0,0,0,1,0.75,0.25,1,1,0,1,0,5,1,4,NA,NA,NA,NA,5,NA,4,3,NA,5,5
55.46666667,2,35,2,1,4,1,1,1,mil_future,0,1,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,1,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,8,0,0,5,1,6,1,0,0,0,0,1,0.75,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,5,NA,5,4
27.33333333,2,17,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,0,0,0,0,0.75,0,0,0,0,1,Sen. Officer,0,0,0,0,0,1,0,Gend,Land,1,0,1,0,6,0,0,5,1,2,3,1,1,0,1,0,0,1,1,0,1,0,5,1,4,NA,NA,NA,NA,5,NA,1,1,NA,5,5
48.58333333,2,13,3,0,3,NA,NA,NA,mil_UN,0,0,0,1,0,NA,NA,NA,1,0,0,1,0,0,1,0,1,0,0,Soldier,0,0,0,0,0,0,0,NA,NA,0,0,0,0,8,0,0,2,0,3,3,1,0,0,1,0.75,NA,0,0,0,4,0.75,3,0.5,5,NA,NA,NA,NA,1,NA,3,5,NA,5,5
17.23333333,2,6,1,1,5,1,1,1,mil_ct,0,0,0,0,0,NA,NA,NA,NA,0.5,0,1,0,0.75,1,0,0,0,1,Sen. Officer,0,0,0,0,1,0,0,Gend,Land,1,1,0,0,6,0,0,6,1,5,3,1,1,0,0,0.75,0.5,1,1,0,3,0.5,4,0.75,5,NA,NA,NA,NA,5,NA,3,1,NA,5,3
16.51666667,2,25,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,1,1,0,0,0.75,1,0,0,0,0,NCO,0,0,0,0,1,0,0,Gend,Land,1,0,0,0,4,0,0,4,0,8,3,1,1,0,1,0,0.25,1,1,0,1,0,5,1,5,NA,NA,NA,NA,1,NA,1,2,NA,5,5
33.96666667,2,44,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.5,0,0,0,1,0,1,0,0,0,NCO,1,0,0,1,0,0,0,Air,AirNavy,0,0,0,0,6,0,0,4,0,2,3,1,0,0,1,0.75,0,1,0,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,1,NA,4,5
29.01666667,2,6,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,0,NA,NA,1,1,1,0,0.75,0,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,0,4,0,1,3,1,0,0,1,0,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,5,NA,5,5
28.78333333,2,6,1,1,5,1,1,1,mil_RU,0,0,1,0,0,NA,NA,0,NA,0.5,0,0,0,0.5,0,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,1,0,4,0,1,4,0,3,3,1,1,0,0,0.75,0,0,0,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,1,NA,5,5
24.63333333,2,16,4,0,2,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.75,1,1,0,0,0,0,0,0,0,NCO,0,0,0,0,0,0,1,Army,Land,0,0,0,0,7,0,0,4,0,4,3,1,1,0,0,0.75,0.75,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,5,NA,4,3
14.86666667,2,32,1,1,5,1,1,1,mil_RU,0,0,1,0,0,NA,NA,1,NA,1,1,1,0,1,0,0,0,0,0,NCO,0,1,0,0,0,0,0,Navy,AirNavy,0,0,0,0,6,0,0,4,0,2,3,1,1,0,1,1,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,1,NA,5,5
29.91666667,2,12,1,1,5,1,1,1,mil_RU,0,0,1,0,0,NA,NA,1,NA,1,1,0,0,1,1,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,0,4,0,4,3,1,1,0,1,0.75,0,1,0,0,1,0,4,0.75,5,NA,NA,NA,NA,1,NA,5,1,NA,5,2
24.71666667,2,43,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,0,NA,NA,0.25,0,0,0,1,0,1,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,0,5,1,5,1,0,1,0,1,0.75,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,3,1,NA,5,5
27.36666667,2,16,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,1,1,0,0,0.75,0,0,0,0,0,NCO,0,0,0,0,0,0,1,Army,Land,1,0,1,0,5,0,0,4,0,8,3,1,1,0,1,0.75,0,1,0,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,4,3,NA,5,5
35.91666667,2,41,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.25,0,0,0,0.5,0,1,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,7,0,0,3,0,4,2,0,0,0,1,0.5,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,2,NA,5,5
29.71666667,2,21,3,0,3,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,0.5,0,0,0,0.75,0,0,0,0,0,NCO,0,0,0,0,0,0,1,Army,Land,0,0,0,0,5,0,0,4,0,1,1,0,0,0,1,1,0,1,0,0,2,0.25,5,1,4,NA,NA,NA,NA,5,NA,3,1,NA,5,5
25.78333333,2,7,1,1,5,1,1,1,mil_RU,0,0,1,0,0,NA,NA,0,NA,0.5,0,0,0,0.75,0,1,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,0,5,1,5,3,1,1,0,1,0.75,0.5,1,1,0,2,0.25,4,0.75,5,NA,NA,NA,NA,5,NA,4,3,NA,4,4
25,2,1,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,0,NA,NA,0.5,0,0,0,0.5,0,0,0,1,0,Jun. Officer,0,0,1,0,0,0,0,Air,AirNavy,1,0,0,0,7,0,0,6,1,2,3,1,0,0,1,0.5,0,0,0,0,4,0.75,1,0,1,NA,NA,NA,NA,3,NA,4,1,NA,5,5
20.93333333,2,18,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.5,0,1,0,1,0,0,0,0,0,NCO,0,0,0,0,0,1,0,Gend,Land,0,0,0,0,6,0,0,4,0,3,1,0,0,0,1,0.5,0,1,0,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,1,NA,5,5
14.1,2,5,3,0,3,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.5,0,0,0,0.5,1,0,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,0,1,0,1,1,0,0,1,1,0,0.5,1,1,0,2,0.25,5,1,3,NA,NA,NA,NA,1,NA,1,1,NA,4,4
46.58333333,2,5,1,1,5,1,1,1,mil_RU,0,0,1,0,0,NA,NA,1,NA,1,1,1,0,0.5,0,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,1,0,0,0,6,0,0,4,0,4,2,0,0,0,1,0.5,0,0,1,0,1,0,5,1,2,NA,NA,NA,NA,5,NA,3,1,NA,5,5
35.33333333,2,27,2,1,4,2,0.666666667,0,mil_UN,0,0,0,1,0,NA,NA,NA,1,0.5,0,0,1,0.25,1,0,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,4,0,0,3,0,1,3,1,1,0,1,1,0.25,1,1,0,1,0,1,0,5,NA,NA,NA,NA,5,NA,5,3,NA,5,4
29.11666667,2,24,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,0,1,1,0,1,1,1,0,0,1,0,Jun. Officer,0,0,0,1,0,0,0,Air,AirNavy,0,0,0,0,2,1,0,4,0,4,3,1,0,1,1,0,0,1,0,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,3,NA,5,5
41.78333333,2,27,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,1,NA,NA,0.5,0,0,0,0.5,1,0,0,1,0,Jun. Officer,0,0,0,0,0,1,0,Gend,Land,0,0,0,0,3,1,0,5,1,10,3,1,0,1,1,0.75,0.5,1,0,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,4,2,NA,5,4
1394.266667,2,30,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.75,1,0,0,0.75,1,0,1,0,0,Soldier,0,0,0,0,0,1,0,Gend,Land,0,0,0,0,4,0,0,5,1,2,3,1,0,1,1,0.75,0.75,1,0,0,2,0.25,4,0.75,5,NA,NA,NA,NA,4,NA,4,2,NA,5,5
38.71666667,2,28,1,1,5,1,1,1,mil_ct,0,0,0,0,0,NA,NA,NA,NA,1,1,0,1,1,0,1,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,7,0,0,3,0,3,3,1,1,0,1,1,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,1,NA,1,5,NA,5,5
30.23333333,2,31,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,0,NA,NA,0.5,0,NA,0,0.75,0,0,0,0,0,NCO,0,0,0,0,0,0,1,Army,Land,0,0,0,0,6,0,0,5,1,3,3,1,1,0,1,0,0,1,0,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,3,5,NA,5,3
8.366666667,2,46,3,0,3,1,1,1,mil_frat,1,0,0,0,0,0,NA,NA,NA,0.5,0,0,0,0.5,1,0,1,0,0,Soldier,0,0,0,0,0,0,1,Army,Land,0,0,0,0,3,1,0,4,0,5,1,0,0,1,0,0.5,0.5,1,1,0,3,0.5,5,1,5,NA,NA,NA,NA,3,NA,3,3,NA,3,3
14.71666667,2,30,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.5,0,0,0,0.75,0,1,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,6,0,0,5,1,1,3,1,0,0,0,0.75,0,1,1,0,1,0,5,1,4,NA,NA,NA,NA,5,NA,5,3,4,5,3
18.81666667,2,8,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.5,0,0,0,1,1,0,0,1,0,Jun. Officer,0,0,0,0,0,1,0,Gend,Land,1,0,0,0,5,0,0,4,0,3,3,1,1,0,1,0,0,1,1,0,2,0.25,4,0.75,5,NA,NA,NA,NA,5,NA,5,5,1,5,5
18.48333333,2,17,3,0,3,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,0.5,0,0,0,0.5,0,1,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,4,0,0,4,0,1,3,1,0,0,1,0.75,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,4,NA,5,1,4,5,5
20.93333333,2,16,1,1,5,1,1,1,mil_ct,0,0,0,0,0,NA,NA,NA,NA,0.5,0,0,0,0.75,0,0,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,4,0,0,4,0,2,3,1,0,0,1,0.25,0.5,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,4,2,3,5,5
36.05,2,25,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,1,1,0,0,0.5,0,1,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,0,5,1,1,3,1,0,0,1,1,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,3,1,5,5
27.73333333,2,12,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,1,NA,NA,1,1,0,0,0.5,1,0,0,0,0,NCO,0,0,0,0,1,0,0,Gend,Land,0,0,0,0,3,1,0,4,0,2,2,0,0,1,1,0,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,1,3,5,5
21.8,2,17,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.5,0,0,0,0.5,1,1,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,4,0,0,5,1,5,3,1,1,0,1,1,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,1,5,5,3
33.75,2,2,3,0,3,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,0.5,0,1,0,0.5,1,1,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,8,0,0,5,1,3,2,0,0,0,0,0.5,0.75,0,1,0,1,0,5,1,3,NA,NA,NA,NA,5,NA,5,2,4,3,3
20.86666667,2,12,4,0,2,1,1,1,mil_RU,0,0,1,0,0,NA,NA,1,NA,0,0,0,0,0.25,0,0,0,0,0,NCO,0,0,1,1,0,0,0,Air,AirNavy,0,0,0,0,5,0,0,5,1,6,3,1,0,0,1,0.25,0.75,1,0,0,5,1,5,1,4,NA,NA,NA,NA,4,NA,1,1,5,1,3
40.25,2,5,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,1,NA,NA,0.75,1,1,0,1,1,0,0,1,0,Jun. Officer,1,0,0,0,0,0,0,Army,Land,0,0,0,0,7,0,0,5,1,4,3,1,1,0,1,0.75,0.75,1,1,0,1,0,4,0.75,5,NA,NA,NA,NA,5,NA,5,2,2,5,5
190.0666667,2,18,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,0,1,1,1,0,0.75,1,0,0,1,0,Jun. Officer,0,1,0,0,0,0,0,Navy,AirNavy,1,1,1,0,5,0,0,5,1,5,3,1,1,0,1,0.75,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,5,1,5,5
36.45,2,13,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,0.5,0,0,0,0.5,1,0,0,0,1,Sen. Officer,0,0,0,0,1,0,0,Gend,Land,1,0,1,0,6,0,0,5,1,2,3,1,1,0,1,0.5,0,0,0,0,4,0.75,3,0.5,3,NA,NA,NA,NA,4,NA,3,1,4,5,5
39.25,2,40,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,0.5,0,0,0,0.75,0,0,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,7,0,0,3,0,2,3,1,1,0,1,0.75,0,1,0,0,1,0,4,0.75,5,NA,NA,NA,NA,5,NA,5,2,3,5,4
29.03333333,2,15,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,NCO,0,0,1,0,0,0,0,Air,AirNavy,1,0,1,0,4,0,0,4,0,3,3,1,0,0,0,0.5,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,3,1,5,5
30.08333333,2,17,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,1,1,1,0,0,0.25,1,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,4,0,1,4,0,2,3,1,0,0,1,0,0,1,0,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,3,1,1,5,5
26.85,2,14,1,1,5,1,1,1,mil_RU,0,0,1,0,0,NA,NA,0,NA,1,1,0,0,1,0,1,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,8,0,0,5,1,4,3,1,0,0,1,0.75,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,4,1,1,5,5
20.23333333,2,16,1,1,5,1,1,1,mil_UN,0,0,0,1,0,NA,NA,NA,0,0.5,0,0,0,0.5,1,0,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,4,0,0,5,1,1,3,1,0,1,0,0,0,0,0,0,4,0.75,4,0.75,3,NA,NA,NA,NA,5,NA,2,1,5,5,5
27.61666667,2,44,2,1,4,1,1,1,mil_RU,0,0,1,0,0,NA,NA,0,NA,0.75,1,0,0,0.5,0,0,0,0,0,NCO,0,0,0,0,0,0,1,Army,Land,0,0,0,0,3,1,0,4,0,1,2,0,0,0,1,0.75,0.5,1,1,0,1,0,4,0.75,4,NA,NA,NA,NA,3,NA,5,2,2,5,1
25.98333333,2,17,3,0,3,1,1,1,mil_ct,0,0,0,0,0,NA,NA,NA,NA,0.5,0,0,0,0.75,0,1,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,1,0,0,0,6,0,0,3,0,3,3,1,1,0,1,0,0,1,0,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,4,1,3,5,5
26.65,2,29,2,1,4,1,1,1,mil_ct,0,0,0,0,0,NA,NA,NA,NA,0.5,0,0,0,0.5,1,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,1,0,0,0,9,0,0,4,0,5,1,0,0,0,1,0.75,0.25,1,0,0,1,0,4,0.75,4,NA,NA,NA,NA,4,NA,4,2,3,4,5
33.25,2,6,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,1,NA,NA,1,1,1,0,1,0,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,6,0,0,4,0,2,3,1,1,0,1,0.75,0,0,0,0,2,0.25,4,0.75,5,NA,NA,NA,NA,4,NA,1,1,3,5,5
38.1,2,48,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,0,NA,NA,1,1,0,0,1,0,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,0,5,1,6,3,1,1,0,1,1,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,5,1,5,5
33.06666667,2,6,5,0,1,1,1,1,mil_future,0,1,0,0,0,NA,1,NA,NA,0,0,0,0,0,1,0,0,1,0,Jun. Officer,0,0,0,0,1,0,0,Gend,Land,1,0,1,0,6,0,0,5,1,5,3,1,1,0,0,0.75,0.25,0,1,0,2,0.25,5,1,3,NA,NA,NA,NA,2,NA,1,3,1,2,3
42.25,2,11,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.75,1,0,0,0.5,1,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,7,0,0,4,0,4,3,1,1,0,1,1,0.5,1,1,0,3,0.5,3,0.5,5,NA,NA,NA,NA,3,NA,1,1,1,5,5
37.51666667,2,30,2,1,4,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.5,0,0,0,0.5,0,0,0,0,0,NCO,0,0,0,0,0,0,1,Army,Land,0,0,0,0,7,0,0,5,1,6,1,0,0,0,1,1,0,1,0,0,5,1,5,1,2,NA,NA,NA,NA,5,NA,3,1,3,5,5
25.81666667,2,30,1,1,5,1,1,1,mil_RU,0,0,1,0,0,NA,NA,1,NA,0,0,1,0,0,1,1,0,0,0,NCO,0,0,0,0,1,0,0,Gend,Land,0,0,0,0,6,0,0,4,0,6,3,1,1,0,0,1,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,4,4,5,5
26.91666667,2,16,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.75,1,1,0,0.75,1,0,0,0,0,NCO,0,0,0,0,0,1,0,Gend,Land,0,0,0,0,7,0,0,4,0,3,2,0,1,0,1,0.75,0.75,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,1,4,5,5
18.05,2,5,3,0,3,2,0.666666667,0,mil_future,0,1,0,0,0,NA,0,NA,NA,0.25,0,1,0,0.25,0,0,0,0,0,NCO,1,0,0,0,0,0,0,Army,Land,0,0,0,0,6,0,0,3,0,2,3,1,1,0,0,0.75,0,0,1,0,1,0,5,1,4,NA,NA,NA,NA,3,NA,4,2,5,4,2
1158.466667,2,13,1,1,5,1,1,1,mil_RU,0,0,1,0,0,NA,NA,1,NA,1,1,1,0,1,0,1,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,1,0,0,0,6,0,0,5,1,2,3,1,0,0,1,0.5,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,3,1,5,5
42.6,2,4,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,0,NA,NA,1,1,0,0,1,0,0,0,1,0,Jun. Officer,1,0,0,0,0,0,0,Army,Land,1,0,0,0,6,0,0,4,0,3,1,0,0,0,1,0.25,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,2,1,5,5
23.66666667,2,8,1,1,5,2,0.666666667,0,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.5,0,0,0,0.25,0,0,0,1,0,Jun. Officer,0,0,0,0,0,1,0,Gend,Land,1,0,0,0,6,0,0,5,1,3,3,1,1,0,1,0.5,0.25,1,1,0,4,0.75,3,0.5,5,NA,NA,NA,NA,4,NA,4,1,3,5,5
21.95,2,25,1,1,5,1,1,1,mil_future,0,1,0,0,0,NA,0,NA,NA,1,1,0,0,1,1,0,0,0,1,Sen. Officer,0,0,0,1,0,0,0,Air,AirNavy,1,1,0,0,5,0,0,6,1,8,3,1,1,0,1,0.75,0,1,1,0,2,0.25,4,0.75,5,NA,NA,NA,NA,5,NA,4,1,2,5,3
33.05,2,6,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.75,1,0,0,0.5,0,1,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,0,0,0,0,5,0,0,3,0,1,1,0,0,0,0,1,0,1,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,5,5,5,5,5
18.2,2,35,3,0,3,1,1,1,mil_ct,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0.5,0,0,0,0,0,NCO,0,1,0,0,0,0,0,Navy,AirNavy,0,0,0,0,8,0,0,6,1,4,3,1,0,0,1,0.5,0.5,1,1,0,1,0,4,0.75,5,NA,NA,NA,NA,5,NA,5,1,3,3,3
75.13333333,2,24,2,1,4,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.5,0,0,0,0.5,0,0,0,1,0,Jun. Officer,1,0,0,0,0,0,0,Army,Land,1,0,0,0,3,1,1,6,1,4,2,0,0,1,1,0.75,0,0,0,0,1,0,4,0.75,3,NA,NA,NA,NA,5,NA,2,1,3,4,5
27.96666667,2,31,1,1,5,1,1,1,mil_frat,1,0,0,0,0,1,NA,NA,NA,0.75,1,0,0,0.75,0,0,1,0,0,Soldier,1,0,0,0,0,0,0,Army,Land,1,0,0,0,7,0,0,3,0,2,3,1,0,0,1,1,0,0,1,0,1,0,5,1,5,NA,NA,NA,NA,5,NA,4,5,5,1,1
